dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,sweden Cases Change,Death Change,As Of Population,Measures,Uk Populaton,Projected Population 
2020-08-18,18,8,2020,174,3,Sweden,SE,SWE,10230185,Europe,39.7451268,111,3,1.70085E-05,Social Distancing and Wearing Masks Enforced,1522,1633
2020-08-19,19,8,2020,314,4,Sweden,SE,SWE,10230185,Europe,39.83310175,140,1,3.06935E-05,Social Distancing and Wearing Masks Enforced,1089,1229
2020-08-20,20,8,2020,351,1,Sweden,SE,SWE,10230185,Europe,39.64737686,37,-3,3.43102E-05,Social Distancing and Wearing Masks Enforced,871,908
2020-08-21,21,8,2020,333,2,Sweden,SE,SWE,10230185,Europe,38.92402728,-18,1,3.25507E-05,Social Distancing and Wearing Masks Enforced,4368,4350
2020-08-22,22,8,2020,298,5,Sweden,SE,SWE,10230185,Europe,38.48415253,-35,3,2.91295E-05,Social Distancing and Wearing Masks Enforced,1440,1405
2020-08-23,23,8,2020,160,1,Sweden,SE,SWE,10230185,Europe,37.682603,-138,-4,1.564E-05,Social Distancing and Wearing Masks Enforced,493,355
2020-08-24,24,8,2020,57,3,Sweden,SE,SWE,10230185,Europe,36.70510357,-103,2,5.57175E-06,Social Distancing and Wearing Masks Enforced,555,452
2020-08-25,25,8,2020,174,1,Sweden,SE,SWE,10230185,Europe,36.54870366,117,-2,1.70085E-05,Social Distancing and Wearing Masks Enforced,1940,2057
2020-08-26,26,8,2020,222,1,Sweden,SE,SWE,10230185,Europe,36.33365379,48,0,2.17005E-05,Social Distancing and Wearing Masks Enforced,1508,1556
2020-08-27,27,8,2020,244,2,Sweden,SE,SWE,10230185,Europe,34.4275299,22,1,2.3851E-05,Social Distancing and Wearing Masks Enforced,413,435
2020-08-28,28,8,2020,202,1,Sweden,SE,SWE,10230185,Europe,32.48230604,-42,-1,1.97455E-05,Social Distancing and Wearing Masks Enforced,361,319
2020-08-29,29,8,2020,179,1,Sweden,SE,SWE,10230185,Europe,30.90853196,-23,0,1.74972E-05,Social Distancing and Wearing Masks Enforced,2621,2598
2020-08-30,30,8,2020,131,1,Sweden,SE,SWE,10230185,Europe,29.2956579,-48,0,1.28052E-05,Social Distancing and Wearing Masks Enforced,3497,3449
2020-08-31,31,8,2020,48,3,Sweden,SE,SWE,10230185,Europe,28.36703344,-83,2,4.692E-06,Social Distancing and Wearing Masks Enforced,1276,1193
2020-09-01,1,9,2020,162,2,Sweden,SE,SWE,10230185,Europe,28.22040853,114,-1,1.58355E-05,Social Distancing and Wearing Masks Enforced,773,887
2020-09-02,2,9,2020,171,3,Sweden,SE,SWE,10230185,Europe,28.10310859,9,1,1.67152E-05,Social Distancing and Wearing Masks Enforced,569,578
2020-09-03,3,9,2020,213,2,Sweden,SE,SWE,10230185,Europe,26.70528441,42,-1,2.08207E-05,Social Distancing and Wearing Masks Enforced,442,484
2020-09-04,4,9,2020,286,2,Sweden,SE,SWE,10230185,Europe,25.3563352,73,0,2.79565E-05,Social Distancing and Wearing Masks Enforced,2659,2732
2020-09-05,5,9,2020,262,0,Sweden,SE,SWE,10230185,Europe,24.89691047,-24,-2,2.56105E-05,Social Distancing and Wearing Masks Enforced,421,397
2020-09-06,6,9,2020,171,0,Sweden,SE,SWE,10230185,Europe,24.54501067,-91,0,1.67152E-05,Social Distancing and Wearing Masks Enforced,3539,3448
2020-09-07,7,9,2020,67,3,Sweden,SE,SWE,10230185,Europe,24.65253561,-104,3,6.54925E-06,Social Distancing and Wearing Masks Enforced,1041,937
2020-09-08,8,9,2020,185,1,Sweden,SE,SWE,10230185,Europe,24.75028555,118,-2,1.80837E-05,Social Distancing and Wearing Masks Enforced,1182,1300
2020-09-09,9,9,2020,236,1,Sweden,SE,SWE,10230185,Europe,24.85781049,51,0,2.3069E-05,Social Distancing and Wearing Masks Enforced,3330,3381
2020-09-10,10,9,2020,314,2,Sweden,SE,SWE,10230185,Europe,24.99466041,78,1,3.06935E-05,Social Distancing and Wearing Masks Enforced,1040,1118
2020-09-11,11,9,2020,254,2,Sweden,SE,SWE,10230185,Europe,25.67891001,-60,0,2.48285E-05,Social Distancing and Wearing Masks Enforced,1062,1002
2020-09-12,12,9,2020,291,4,Sweden,SE,SWE,10230185,Europe,26.18720971,37,2,2.84452E-05,Social Distancing and Wearing Masks Enforced,743,780
2020-09-13,13,9,2020,206,1,Sweden,SE,SWE,10230185,Europe,27.28200907,-85,-3,2.01365E-05,Social Distancing and Wearing Masks Enforced,972,887
2020-09-14,14,9,2020,106,2,Sweden,SE,SWE,10230185,Europe,28.01513365,-100,1,1.03615E-05,Social Distancing and Wearing Masks Enforced,148,48
2020-09-15,15,9,2020,220,2,Sweden,SE,SWE,10230185,Europe,28.58208332,114,0,2.1505E-05,Social Distancing and Wearing Masks Enforced,2948,3062
2020-09-16,16,9,2020,292,1,Sweden,SE,SWE,10230185,Europe,29.14903298,72,-1,2.8543E-05,Social Distancing and Wearing Masks Enforced,1295,1367
2020-09-17,17,9,2020,330,2,Sweden,SE,SWE,10230185,Europe,30.33180729,38,1,3.22575E-05,Social Distancing and Wearing Masks Enforced,713,751
2020-09-18,18,9,2020,389,1,Sweden,SE,SWE,10230185,Europe,31.47548163,59,-1,3.80247E-05,Social Distancing and Wearing Masks Enforced,1077,1136
2020-09-19,19,9,2020,437,1,Sweden,SE,SWE,10230185,Europe,32.48230604,48,0,4.27167E-05,Social Distancing and Wearing Masks Enforced,758,806
2020-09-20,20,9,2020,279,1,Sweden,SE,SWE,10230185,Europe,34.19293004,-158,0,2.72722E-05,Social Distancing and Wearing Masks Enforced,371,213
2020-09-21,21,9,2020,133,4,Sweden,SE,SWE,10230185,Europe,35.24862942,-146,3,1.30007E-05,Social Distancing and Wearing Masks Enforced,2988,2842
2020-09-22,22,9,2020,266,2,Sweden,SE,SWE,10230185,Europe,35.89377905,133,-2,2.60015E-05,Social Distancing and Wearing Masks Enforced,1406,1539
2020-09-23,23,9,2020,438,1,Sweden,SE,SWE,10230185,Europe,36.68555358,172,-1,4.28145E-05,Social Distancing and Wearing Masks Enforced,1033,1205
2020-09-24,24,9,2020,553,0,Sweden,SE,SWE,10230185,Europe,38.66010243,115,-1,5.40557E-05,Social Distancing and Wearing Masks Enforced,406,521
2020-09-25,25,9,2020,540,1,Sweden,SE,SWE,10230185,Europe,40.99632607,-13,1,5.2785E-05,Social Distancing and Wearing Masks Enforced,1715,1702
2020-09-26,26,9,2020,630,4,Sweden,SE,SWE,10230185,Europe,43.79197444,90,3,6.15825E-05,Social Distancing and Wearing Masks Enforced,928,1018
2020-09-27,27,9,2020,325,2,Sweden,SE,SWE,10230185,Europe,47.1056975,-305,-2,3.17687E-05,Social Distancing and Wearing Masks Enforced,484,179
2020-09-28,28,9,2020,167,1,Sweden,SE,SWE,10230185,Europe,48.26892182,-158,-1,1.63242E-05,Social Distancing and Wearing Masks Enforced,57,-101
2020-09-29,29,9,2020,378,1,Sweden,SE,SWE,10230185,Europe,48.86519647,211,0,3.69495E-05,Social Distancing and Wearing Masks Enforced,81,292
2020-09-30,30,9,2020,613,2,Sweden,SE,SWE,10230185,Europe,50.40964557,235,1,5.99207E-05,Social Distancing and Wearing Masks Enforced,51,286
2020-10-01,1,10,2020,689,4,Sweden,SE,SWE,10230185,Europe,53.54741874,76,2,6.73497E-05,Social Distancing and Wearing Masks Enforced,846,922
2020-10-02,2,10,2020,633,1,Sweden,SE,SWE,10230185,Europe,57.05664169,-56,-3,6.18757E-05,Social Distancing and Wearing Masks Enforced,259,203
2020-10-03,3,10,2020,712,3,Sweden,SE,SWE,10230185,Europe,59.4417403,79,2,6.9598E-05,Social Distancing and Wearing Masks Enforced,60,139
2020-10-04,4,10,2020,461,3,Sweden,SE,SWE,10230185,Europe,62.12986373,-251,0,4.50627E-05,Social Distancing and Wearing Masks Enforced,56,-195
2020-10-05,5,10,2020,156,3,Sweden,SE,SWE,10230185,Europe,63.90891269,-305,0,1.5249E-05,Social Distancing and Wearing Masks Enforced,55,-250
2020-10-06,6,10,2020,374,2,Sweden,SE,SWE,10230185,Europe,64.13373756,218,-1,3.65585E-05,Social Distancing and Wearing Masks Enforced,40,258
2020-10-07,7,10,2020,786,4,Sweden,SE,SWE,10230185,Europe,65.18943695,412,2,7.68315E-05,Social Distancing and Wearing Masks Enforced,22,434
2020-10-08,8,10,2020,831,3,Sweden,SE,SWE,10230185,Europe,68.59113496,45,-1,8.12302E-05,Social Distancing and Wearing Masks Enforced,5,50
2020-10-09,9,10,2020,834,1,Sweden,SE,SWE,10230185,Europe,71.30858337,3,-2,8.15235E-05,Social Distancing and Wearing Masks Enforced,12,15
2020-10-10,10,10,2020,783,5,Sweden,SE,SWE,10230185,Europe,74.1824317,-51,4,7.65382E-05,Social Distancing and Wearing Masks Enforced,8,-43
2020-10-11,11,10,2020,509,5,Sweden,SE,SWE,10230185,Europe,75.67800582,-274,0,4.97547E-05,Social Distancing and Wearing Masks Enforced,4,-270
2020-10-12,12,10,2020,161,2,Sweden,SE,SWE,10230185,Europe,77.47660477,-348,-3,1.57377E-05,Social Distancing and Wearing Masks Enforced,5,-343
2020-10-13,13,10,2020,637,3,Sweden,SE,SWE,10230185,Europe,77.41795481,476,1,6.22667E-05,Social Distancing and Wearing Masks Enforced,2,478
2020-10-14,14,10,2020,916,1,Sweden,SE,SWE,10230185,Europe,79.94967833,279,-2,8.95389E-05,Social Distancing and Wearing Masks Enforced,0,279
2020-10-15,15,10,2020,968,2,Sweden,SE,SWE,10230185,Europe,82.9115016,52,1,9.46219E-05,Social Distancing and Wearing Masks Enforced,0,52
2020-10-16,16,10,2020,902,3,Sweden,SE,SWE,10230185,Europe,85.63872501,-66,1,8.81704E-05,Social Distancing and Wearing Masks Enforced,1,-65
2020-10-17,17,10,2020,1179,2,Sweden,SE,SWE,10230185,Europe,88.26819847,277,-1,0.000115247,Social Distancing and Wearing Masks Enforced,0,277
2020-10-18,18,10,2020,697,4,Sweden,SE,SWE,10230185,Europe,92.83312081,-482,2,6.81317E-05,Social Distancing and Wearing Masks Enforced,0,-482
2020-10-19,19,10,2020,321,1,Sweden,SE,SWE,10230185,Europe,95.14001946,-376,-3,3.13777E-05,Social Distancing and Wearing Masks Enforced,0,-376
2020-10-20,20,10,2020,771,4,Sweden,SE,SWE,10230185,Europe,96.75289352,450,3,7.53652E-05,Social Distancing and Wearing Masks Enforced,0,450
2020-10-21,21,10,2020,1290,4,Sweden,SE,SWE,10230185,Europe,100.6335663,519,0,0.000126097,Social Distancing and Wearing Masks Enforced,0,519
2020-10-22,22,10,2020,1570,3,Sweden,SE,SWE,10230185,Europe,105.5601634,280,-1,0.000153467,Social Distancing and Wearing Masks Enforced,0,280
2020-10-23,23,10,2020,1666,9,Sweden,SE,SWE,10230185,Europe,112.7838842,96,6,0.000162851,Social Distancing and Wearing Masks Enforced,0,96
2020-10-24,24,10,2020,1868,7,Sweden,SE,SWE,10230185,Europe,120.9166794,202,-2,0.000182597,Social Distancing and Wearing Masks Enforced,0,202
2020-10-25,25,10,2020,1477,8,Sweden,SE,SWE,10230185,Europe,131.5225482,-391,1,0.000144377,Social Distancing and Wearing Masks Enforced,0,-391
2020-10-26,26,10,2020,514,8,Sweden,SE,SWE,10230185,Europe,140.9847427,-963,0,5.02435E-05,Social Distancing and Wearing Masks Enforced,1,-962
2020-10-27,27,10,2020,1068,11,Sweden,SE,SWE,10230185,Europe,144.4353157,554,3,0.000104397,Social Distancing and Wearing Masks Enforced,0,554
2020-10-28,28,10,2020,2415,9,Sweden,SE,SWE,10230185,Europe,148.6483382,1347,-2,0.000236066,Social Distancing and Wearing Masks Enforced,1,1348
2020-10-29,29,10,2020,3390,9,Sweden,SE,SWE,10230185,Europe,163.3010547,975,0,0.000331372,Social Distancing and Wearing Masks Enforced,4,979
2020-10-30,30,10,2020,3262,9,Sweden,SE,SWE,10230185,Europe,186.9760909,-128,0,0.00031886,Social Distancing and Wearing Masks Enforced,0,-128
2020-10-31,31,10,2020,4055,9,Sweden,SE,SWE,10230185,Europe,210.0450774,793,0,0.000396376,Social Distancing and Wearing Masks Enforced,0,793
2020-11-01,1,11,2020,2987,13,Sweden,SE,SWE,10230185,Europe,238.157961,-1068,4,0.000291979,Social Distancing and Wearing Masks Enforced,1,-1067
2020-11-02,2,11,2020,1297,22,Sweden,SE,SWE,10230185,Europe,260.5426979,-1690,9,0.000126782,Social Distancing and Wearing Masks Enforced,0,-1690
2020-11-03,3,11,2020,1570,20,Sweden,SE,SWE,10230185,Europe,270.0830923,273,-2,0.000153467,Social Distancing and Wearing Masks Enforced,1,274
2020-11-04,4,11,2020,3608,19,Sweden,SE,SWE,10230185,Europe,277.8933128,2038,-1,0.000352682,Social Distancing and Wearing Masks Enforced,0,2038
2020-11-05,5,11,2020,4483,21,Sweden,SE,SWE,10230185,Europe,300.5517496,875,2,0.000438213,Social Distancing and Wearing Masks Enforced,0,875
2020-11-06,6,11,2020,4744,22,Sweden,SE,SWE,10230185,Europe,329.0263079,261,1,0.000463726,Social Distancing and Wearing Masks Enforced,0,261
2020-11-07,7,11,2020,4453,25,Sweden,SE,SWE,10230185,Europe,359.1137404,-291,3,0.00043528,Social Distancing and Wearing Masks Enforced,2,-289
2020-11-08,8,11,2020,4452,26,Sweden,SE,SWE,10230185,Europe,384.3821006,-1,1,0.000435183,Social Distancing and Wearing Masks Enforced,0,-1
2020-11-09,9,11,2020,2097,22,Sweden,SE,SWE,10230185,Europe,413.4627086,-2355,-4,0.000204982,Social Distancing and Wearing Masks Enforced,0,-2355
2020-11-10,10,11,2020,3725,35,Sweden,SE,SWE,10230185,Europe,428.9365246,1628,13,0.000364119,Social Distancing and Wearing Masks Enforced,0,1628
2020-11-11,11,11,2020,4498,35,Sweden,SE,SWE,10230185,Europe,454.9086845,773,0,0.000439679,Social Distancing and Wearing Masks Enforced,0,773
2020-11-12,12,11,2020,5709,27,Sweden,SE,SWE,10230185,Europe,475.2699976,1211,-8,0.000558054,Social Distancing and Wearing Masks Enforced,0,1211
2020-11-13,13,11,2020,5565,28,Sweden,SE,SWE,10230185,Europe,497.9382093,-144,1,0.000543978,Social Distancing and Wearing Masks Enforced,0,-144
2020-11-14,14,11,2020,6730,32,Sweden,SE,SWE,10230185,Europe,520.4500212,1165,4,0.000657857,Social Distancing and Wearing Masks Enforced,0,1165
2020-11-15,15,11,2020,3513,37,Sweden,SE,SWE,10230185,Europe,546.5981309,-3217,5,0.000343396,Social Distancing and Wearing Masks Enforced,0,-3217
2020-11-16,16,11,2020,1582,39,Sweden,SE,SWE,10230185,Europe,551.7397779,-1931,2,0.00015464,Social Distancing and Wearing Masks Enforced,0,-1931
2020-11-17,17,11,2020,2544,36,Sweden,SE,SWE,10230185,Europe,554.5256513,962,-3,0.000248676,Social Distancing and Wearing Masks Enforced,0,962
2020-11-18,18,11,2020,4460,39,Sweden,SE,SWE,10230185,Europe,564.0464957,1916,3,0.000435965,Social Distancing and Wearing Masks Enforced,0,1916
2020-11-19,19,11,2020,4961,50,Sweden,SE,SWE,10230185,Europe,572.3747909,501,11,0.000484937,Social Distancing and Wearing Masks Enforced,0,501
2020-11-20,20,11,2020,7622,44,Sweden,SE,SWE,10230185,Europe,577.0472382,2661,-6,0.00074505,Social Distancing and Wearing Masks Enforced,0,2661
2020-11-21,21,11,2020,5459,42,Sweden,SE,SWE,10230185,Europe,605.1796717,-2163,-2,0.000533617,Social Distancing and Wearing Masks Enforced,0,-2163
2020-11-22,22,11,2020,4493,48,Sweden,SE,SWE,10230185,Europe,615.013316,-966,6,0.00043919,Social Distancing and Wearing Masks Enforced,0,-966
2020-11-23,23,11,2020,2422,56,Sweden,SE,SWE,10230185,Europe,615.4140908,-2071,8,0.00023675,Social Distancing and Wearing Masks Enforced,0,-2071
2020-11-24,24,11,2020,3875,53,Sweden,SE,SWE,10230185,Europe,618.5909639,1453,-3,0.000378781,Social Distancing and Wearing Masks Enforced,0,1453
2020-11-25,25,11,2020,5675,65,Sweden,SE,SWE,10230185,Europe,620.057213,1800,12,0.000554731,Social Distancing and Wearing Masks Enforced,0,1800
2020-11-26,26,11,2020,6064,57,Sweden,SE,SWE,10230185,Europe,631.5623813,389,-8,0.000592756,Social Distancing and Wearing Masks Enforced,0,389
2020-11-27,27,11,2020,6900,42,Sweden,SE,SWE,10230185,Europe,635.0325043,836,-15,0.000674475,Social Distancing and Wearing Masks Enforced,0,836
2020-11-28,28,11,2020,6463,33,Sweden,SE,SWE,10230185,Europe,648.0821217,-437,-9,0.000631758,Social Distancing and Wearing Masks Enforced,0,-437
2020-11-29,29,11,2020,3825,28,Sweden,SE,SWE,10230185,Europe,645.4721982,-2638,-5,0.000373894,Social Distancing and Wearing Masks Enforced,0,-2638
2020-11-30,30,11,2020,2754,28,Sweden,SE,SWE,10230185,Europe,648.5219964,-1071,0,0.000269203,Social Distancing and Wearing Masks Enforced,0,-1071
2020-12-01,1,12,2020,3487,37,Sweden,SE,SWE,10230185,Europe,659.9782897,733,9,0.000340854,Social Distancing and Wearing Masks Enforced,0,733
2020-12-02,2,12,2020,5812,27,Sweden,SE,SWE,10230185,Europe,669.1961094,2325,-10,0.000568123,Social Distancing and Wearing Masks Enforced,0,2325
2020-12-03,3,12,2020,6548,20,Sweden,SE,SWE,10230185,Europe,682.4119016,736,-7,0.000640067,Social Distancing and Wearing Masks Enforced,0,736
2020-12-04,4,12,2020,6988,16,Sweden,SE,SWE,10230185,Europe,697.9248176,440,-4,0.000683077,Social Distancing and Wearing Masks Enforced,0,440
2020-12-05,5,12,2020,7343,12,Sweden,SE,SWE,10230185,Europe,691.7274712,355,-4,0.000717778,Social Distancing and Wearing Masks Enforced,0,355
2020-12-06,6,12,2020,4863,10,Sweden,SE,SWE,10230185,Europe,710.1435605,-2480,-2,0.000475358,Social Distancing and Wearing Masks Enforced,0,-2480
2020-12-07,7,12,2020,1800,16,Sweden,SE,SWE,10230185,Europe,713.7603083,-3063,6,0.00017595,Social Distancing and Wearing Masks Enforced,0,-3063
2020-12-08,8,12,2020,3319,2,Sweden,SE,SWE,10230185,Europe,707.6802619,1519,-14,0.000324432,Social Distancing and Wearing Masks Enforced,0,1519
2020-12-09,9,12,2020,0,0,Sweden,SE,SWE,10230185,Europe,702.2453651,-3319,-2,0,Social Distancing and Wearing Masks Enforced,0,-3319
,,,,,,,,,,,,0,0,#DIV/0!,Social Distancing and Wearing Masks Enforced,,0
