dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,As of Population,Change in Cases,Change in Deaths,Measures,sweden Cases Change,Projected Population ,sweden cases
2020-05-01,1,5,2020,5442,634,United_Kingdom,UK,GBR,66647112,Europe,99.25261278,8.1654E-05,476,-64,Lockdown,0,5442,260
2020-04-30,30,4,2020,4729,769,United_Kingdom,UK,GBR,66647112,Europe,98.68694686,7.09558E-05,-713,135,Lockdown,0,4729,73
2020-04-29,29,4,2020,4706,969,United_Kingdom,UK,GBR,66647112,Europe,98.08226949,7.06107E-05,-23,200,Lockdown,0,4706,196
2020-04-28,28,4,2020,3473,320,United_Kingdom,UK,GBR,66647112,Europe,97.29003711,5.21103E-05,-1233,-649,Lockdown,-2,3471,417
2020-04-27,27,4,2020,3748,364,United_Kingdom,UK,GBR,66647112,Europe,97.31404416,5.62365E-05,275,44,Lockdown,-26,3722,443
2020-04-26,26,4,2020,4970,815,United_Kingdom,UK,GBR,66647112,Europe,97.06046978,7.45719E-05,1222,451,Lockdown,0,4970,363
2020-04-25,25,4,2020,5158,1010,United_Kingdom,UK,GBR,66647112,Europe,96.07468063,7.73927E-05,188,195,Lockdown,0,5158,344
2020-04-24,24,4,2020,5487,682,United_Kingdom,UK,GBR,66647112,Europe,95.62454859,8.23291E-05,329,-328,Lockdown,0,5487,226
2020-04-23,23,4,2020,4760,847,United_Kingdom,UK,GBR,66647112,Europe,95.09039191,7.14209E-05,-727,165,Lockdown,0,4760,63
2020-04-22,22,4,2020,4854,1224,United_Kingdom,UK,GBR,66647112,Europe,96.12569559,7.28314E-05,94,377,Lockdown,,4854,174
2020-04-21,21,4,2020,3853,570,United_Kingdom,UK,GBR,66647112,Europe,96.76788396,5.7812E-05,-1001,-654,Lockdown,0,3853,314
2020-04-20,20,4,2020,4721,432,United_Kingdom,UK,GBR,66647112,Europe,96.37626909,7.08358E-05,868,-138,Lockdown,0,4721,351
2020-04-19,19,4,2020,4956,1105,United_Kingdom,UK,GBR,66647112,Europe,95.32446057,7.43618E-05,235,673,Lockdown,0,4956,333
2020-04-18,18,4,2020,5292,913,United_Kingdom,UK,GBR,66647112,Europe,95.25694077,7.94033E-05,336,-192,Lockdown,0,5292,298
2020-04-17,17,4,2020,5065,1036,United_Kingdom,UK,GBR,66647112,Europe,94.62075416,7.59973E-05,-227,123,Lockdown,0,5065,160
2020-04-16,16,4,2020,4326,880,United_Kingdom,UK,GBR,66647112,Europe,94.39268726,6.4909E-05,-739,-156,Lockdown,0,4326,57
2020-04-15,15,4,2020,4178,1076,United_Kingdom,UK,GBR,66647112,Europe,94.67477,6.26884E-05,-148,196,Lockdown,0,4178,174
2020-04-14,14,4,2020,3489,724,United_Kingdom,UK,GBR,66647112,Europe,94.81731181,5.23504E-05,-689,-352,Lockdown,0,3489,222
2020-04-13,13,4,2020,3579,657,United_Kingdom,UK,GBR,66647112,Europe,93.87053411,5.37008E-05,90,-67,Lockdown,0,3579,244
2020-04-12,12,4,2020,4313,843,United_Kingdom,UK,GBR,66647112,Europe,92.73470094,6.4714E-05,734,186,Lockdown,0,4313,202
2020-04-11,11,4,2020,4858,1122,United_Kingdom,UK,GBR,66647112,Europe,91.06020978,7.28914E-05,545,279,Lockdown,0,4858,179
2020-04-10,10,4,2020,5131,1116,United_Kingdom,UK,GBR,66647112,Europe,88.40293035,7.69876E-05,273,-6,Lockdown,0,5131,131
2020-04-09,9,4,2020,5450,1030,United_Kingdom,UK,GBR,66647112,Europe,84.74335692,8.1774E-05,319,-86,Lockdown,0,5450,48
2020-04-08,8,4,2020,5282,1105,United_Kingdom,UK,GBR,66647112,Europe,80.12950359,7.92532E-05,-168,75,Lockdown,0,5282,162
2020-04-07,7,4,2020,3592,567,United_Kingdom,UK,GBR,66647112,Europe,75.7122079,5.38958E-05,-1690,-538,Lockdown,0,3592,171
2020-04-06,6,4,2020,4020,599,United_Kingdom,UK,GBR,66647112,Europe,72.3902335,6.03177E-05,428,32,Lockdown,0,4020,213
2020-04-05,5,4,2020,4911,756,United_Kingdom,UK,GBR,66647112,Europe,68.15599152,7.36866E-05,891,157,Lockdown,0,4911,286
2020-04-04,4,4,2020,4868,736,United_Kingdom,UK,GBR,66647112,Europe,62.67038248,7.30414E-05,-43,-20,Lockdown,0,4868,262
2020-04-03,3,4,2020,4913,657,United_Kingdom,UK,GBR,66647112,Europe,56.94920434,7.37166E-05,45,-79,Lockdown,0,4913,171
2020-04-02,2,4,2020,4514,672,United_Kingdom,UK,GBR,66647112,Europe,51.07648175,6.77299E-05,-399,15,Lockdown,0,4514,67
2020-04-01,1,4,2020,4273,403,United_Kingdom,UK,GBR,66647112,Europe,45.45733355,6.41138E-05,-241,-269,Lockdown,7,4280,185
2020-03-31,31,3,2020,2858,374,United_Kingdom,UK,GBR,66647112,Europe,39.96272187,4.28826E-05,-1415,-29,Lockdown,-5,2853,236
2020-03-30,30,3,2020,2822,212,United_Kingdom,UK,GBR,66647112,Europe,36.33765856,4.23424E-05,-36,-162,Lockdown,49,2871,314
2020-03-29,29,3,2020,3197,292,United_Kingdom,UK,GBR,66647112,Europe,32.64507545,4.79691E-05,375,80,Lockdown,36,3233,254
2020-03-28,28,3,2020,3087,288,United_Kingdom,UK,GBR,66647112,Europe,28.5653788,4.63186E-05,-110,-4,Lockdown,-2,3085,291
2020-03-27,27,3,2020,2692,181,United_Kingdom,UK,GBR,66647112,Europe,24.65973319,4.03918E-05,-395,-107,Lockdown,125,2817,206
2020-03-26,26,3,2020,2375,191,United_Kingdom,UK,GBR,66647112,Europe,21.2297271,3.56355E-05,-317,10,Lockdown,-59,2316,106
2020-03-25,25,3,2020,2338,148,United_Kingdom,UK,GBR,66647112,Europe,18.05479583,3.50803E-05,-37,-43,Lockdown,22,2360,220
2020-03-24,24,3,2020,1378,76,United_Kingdom,UK,GBR,66647112,Europe,14.76883199,2.06761E-05,-960,-72,Lockdown,-193,1185,292
2020-03-23,23,3,2020,1198,36,United_Kingdom,UK,GBR,66647112,Europe,12.78675061,1.79753E-05,-180,-40,Lockdown,-377,821,330
2020-03-22,22,3,2020,1255,58,United_Kingdom,UK,GBR,66647112,Europe,11.07924977,1.88305E-05,57,22,Social Distancing and Wearing Masks Enforced,107,1362,389
2020-03-21,21,3,2020,1055,32,United_Kingdom,UK,GBR,66647112,Europe,9.31773308,1.58296E-05,-200,-26,Social Distancing and Wearing Masks Enforced,-120,935,437
2020-03-20,20,3,2020,999,46,United_Kingdom,UK,GBR,66647112,Europe,7.81129121,1.49894E-05,-56,14,Social Distancing and Wearing Masks Enforced,-614,385,279
2020-03-19,19,3,2020,769,34,United_Kingdom,UK,GBR,66647112,Europe,6.39637619,1.15384E-05,-230,-12,Social Distancing and Wearing Masks Enforced,-75,694,133
2020-03-18,18,3,2020,611,17,United_Kingdom,UK,GBR,66647112,Europe,5.32506195,9.16769E-06,-158,-17,Social Distancing and Wearing Masks Enforced,-265,346,266
2020-03-17,17,3,2020,442,22,United_Kingdom,UK,GBR,66647112,Europe,4.46831064,6.63195E-06,-169,5,Social Distancing and Wearing Masks Enforced,142,584,438
2020-03-16,16,3,2020,361,14,United_Kingdom,UK,GBR,66647112,Europe,3.8381258,5.41659E-06,-81,-8,Social Distancing and Wearing Masks Enforced,123,484,553
2020-03-15,15,3,2020,478,19,United_Kingdom,UK,GBR,66647112,Europe,3.30396912,7.1721E-06,117,5,Social Distancing and Wearing Masks Enforced,-77,401,540
2020-03-14,14,3,2020,484,1,United_Kingdom,UK,GBR,66647112,Europe,2.60476403,7.26213E-06,6,-18,Social Distancing and Wearing Masks Enforced,-305,179,630
2020-03-13,13,3,2020,406,2,United_Kingdom,UK,GBR,66647112,Europe,1.89055454,6.09179E-06,-78,1,Social Distancing and Wearing Masks Enforced,115,521,325
2020-03-12,12,3,2020,259,0,United_Kingdom,UK,GBR,66647112,Europe,1.28737761,3.88614E-06,-147,-2,Social Distancing and Wearing Masks Enforced,-56,203,167
2020-03-11,11,3,2020,148,4,United_Kingdom,UK,GBR,66647112,Europe,0.90626583,2.22065E-06,-111,4,Social Distancing and Wearing Masks Enforced,-100,48,378
2020-03-10,10,3,2020,57,1,United_Kingdom,UK,GBR,66647112,Europe,0.68720157,8.55251E-07,-91,-3,Social Distancing and Wearing Masks Enforced,-158,0,613
2020-03-09,9,3,2020,60,0,United_Kingdom,UK,GBR,66647112,Europe,0.60167648,9.00264E-07,3,-1,Social Distancing and Wearing Masks Enforced,79,139,689
2020-03-08,8,3,2020,81,1,United_Kingdom,UK,GBR,66647112,Europe,0.51165008,1.21536E-06,21,1,Social Distancing and Wearing Masks Enforced,211,292,633
2020-03-07,7,3,2020,51,1,United_Kingdom,UK,GBR,66647112,Europe,0.39161487,7.65224E-07,-30,0,Social Distancing and Wearing Masks Enforced,235,286,712
2020-03-06,6,3,2020,56,0,United_Kingdom,UK,GBR,66647112,Europe,0.31509242,8.40246E-07,5,-1,Social Distancing and Wearing Masks Enforced,-251,0,461
2020-03-05,5,3,2020,55,0,United_Kingdom,UK,GBR,66647112,Europe,0.23106778,8.25242E-07,-1,0,Social Distancing and Wearing Masks Enforced,-305,0,156
2020-03-04,4,3,2020,40,0,United_Kingdom,UK,GBR,66647112,Europe,0.14854357,6.00176E-07,-15,0,Social Distancing and Wearing Masks Enforced,218,258,374
2020-03-03,3,3,2020,22,0,United_Kingdom,UK,GBR,66647112,Europe,0.08852597,3.30E-07,-18,0,Social Distancing and Wearing Masks Enforced,412,434,786
2020-03-02,2,3,2020,5,0,United_Kingdom,UK,GBR,66647112,Europe,0.05551628,7.5022E-08,-17,0,Social Distancing and Wearing Masks Enforced,45,50,831
2020-03-01,1,3,2020,12,0,United_Kingdom,UK,GBR,66647112,Europe,0.04801408,1.80053E-07,7,0,Social Distancing and Wearing Masks Enforced,3,15,834
2020-02-29,29,2,2020,8,0,United_Kingdom,UK,GBR,66647112,Europe,0.0300088,1.20035E-07,-4,0,Social Distancing and Wearing Masks Enforced,-51,0,783
2020-02-28,28,2,2020,4,0,United_Kingdom,UK,GBR,66647112,Europe,0.01800528,6.00176E-08,-4,0,Social Distancing and Wearing Masks Enforced,-274,0,509
2020-02-27,27,2,2020,5,0,United_Kingdom,UK,GBR,66647112,Europe,0.01200352,7.5022E-08,1,0,Social Distancing and Wearing Masks Enforced,-348,0,161
2020-02-26,26,2,2020,2,0,United_Kingdom,UK,GBR,66647112,Europe,0.00600176,3.00088E-08,-3,0,Social Distancing and Wearing Masks Enforced,476,478,637
2020-02-25,25,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.00300088,0,-2,0,Social Distancing and Wearing Masks Enforced,279,279,916
2020-02-24,24,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.00450132,0,0,0,Social Distancing and Wearing Masks Enforced,52,52,968
2020-02-23,23,2,2020,1,0,United_Kingdom,UK,GBR,66647112,Europe,0.01050308,1.50044E-08,1,0,Social Distancing and Wearing Masks Enforced,-66,0,902
2020-02-22,22,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.00900264,0,-1,0,Social Distancing and Wearing Masks Enforced,277,277,1179
2020-02-21,21,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.00900264,0,0,0,Social Distancing and Wearing Masks Enforced,-482,0,697
2020-02-20,20,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.01050308,0,0,0,Social Distancing and Wearing Masks Enforced,-376,0,321
2020-02-19,19,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.01050308,0,0,0,Social Distancing and Wearing Masks Enforced,450,450,771
2020-02-18,18,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.01200352,0,0,0,Social Distancing and Wearing Masks Enforced,519,519,1290
2020-02-17,17,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.01200352,0,0,0,Social Distancing and Wearing Masks Enforced,280,280,1570
2020-02-16,16,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.01200352,0,0,0,Social Distancing and Wearing Masks Enforced,96,96,1666
2020-02-15,15,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.01200352,0,0,0,Social Distancing and Wearing Masks Enforced,202,202,1868
2020-02-14,14,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.0150044,0,0,0,Social Distancing and Wearing Masks Enforced,-391,0,1477
2020-02-13,13,2,2020,1,0,United_Kingdom,UK,GBR,66647112,Europe,0.0150044,1.50044E-08,1,0,Social Distancing and Wearing Masks Enforced,-963,0,514
2020-02-12,12,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.01350396,0,-1,0,Social Distancing and Wearing Masks Enforced,554,554,1068
2020-02-11,11,2,2020,1,0,United_Kingdom,UK,GBR,66647112,Europe,0.01350396,1.50E-08,1,0,Social Distancing and Wearing Masks Enforced,1347,1348,2415
2020-02-10,10,2,2020,4,0,United_Kingdom,UK,GBR,66647112,Europe,0.01200352,6.00176E-08,3,0,Social Distancing and Wearing Masks Enforced,975,979,3390
2020-02-09,9,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.00600176,0,-4,0,Social Distancing and Wearing Masks Enforced,-128,0,3262
2020-02-08,8,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.00600176,0,0,0,Social Distancing and Wearing Masks Enforced,793,793,4055
2020-02-07,7,2,2020,1,0,United_Kingdom,UK,GBR,66647112,Europe,0.00600176,1.50044E-08,1,0,Social Distancing and Wearing Masks Enforced,-1068,0,2987
2020-02-06,6,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.00450132,0,-1,0,Social Distancing and Wearing Masks Enforced,-1690,0,1297
2020-02-05,5,2,2020,1,0,United_Kingdom,UK,GBR,66647112,Europe,0.00450132,1.50044E-08,1,0,Social Distancing and Wearing Masks Enforced,273,274,1570
2020-02-04,4,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.00300088,0,-1,0,Social Distancing and Wearing Masks Enforced,2038,2038,3608
2020-02-03,3,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.00300088,0,0,0,Social Distancing and Wearing Masks Enforced,875,875,4483
2020-02-02,2,2,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0.00300088,0,0,0,Social Distancing and Wearing Masks Enforced,261,261,4744
2020-02-01,1,2,2020,2,0,United_Kingdom,UK,GBR,66647112,Europe,0.00300088,3.00088E-08,2,0,Social Distancing and Wearing Masks Enforced,-291,0,4453
2020-01-31,31,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,-2,0,Social Distancing and Wearing Masks Enforced,-1,0,4452
2020-01-30,30,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,-2355,0,2097
2020-01-29,29,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,1628,1628,3725
2020-01-28,28,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,773,773,4498
2020-01-27,27,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,1211,1211,5709
2020-01-26,26,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,-144,0,5565
2020-01-25,25,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,1165,1165,6730
2020-01-24,24,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,-3217,0,3513
2020-01-23,23,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,-1931,0,1582
2020-01-22,22,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,962,962,2544
2020-01-21,21,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,1916,1916,4460
2020-01-20,20,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,501,501,4961
2020-01-19,19,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,2661,2661,7622
2020-01-18,18,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,-2163,0,5459
2020-01-17,17,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,-966,0,4493
2020-01-16,16,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,-2071,0,2422
2020-01-15,15,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,1453,1453,3875
2020-01-14,14,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,1800,1800,5675
2020-01-13,13,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,0,0,0,0,Social Distancing and Wearing Masks Enforced,389,389,6064
2020-01-12,12,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,836,836,6900
2020-01-11,11,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,-437,0,6463
2020-01-10,10,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,-2638,0,3825
2020-01-09,9,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,-1071,0,2754
2020-01-08,8,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,733,733,3487
2020-01-07,7,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,2325,2325,5812
2020-01-06,6,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,736,736,6548
2020-01-05,5,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,440,440,6988
2020-01-04,4,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,355,355,7343
2020-01-03,3,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,-2480,0,4863
2020-01-02,2,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,-3063,0,1800
2020-01-01,1,1,2020,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,1519,1519,3319
2019-12-31,31,12,2019,0,0,United_Kingdom,UK,GBR,66647112,Europe,,0,0,0,Social Distancing and Wearing Masks Enforced,-3319,0,0
,,,,,,,,,,,,,,,,,,
